case-id	family	observed-stage	expected-stage	contract-comparison	disposition	oracle	gap-id	acceptance-gap	acceptance-cells	milestone-capability-group	milestone-positive-witness	open-obligation	witness	expected-json
matrix-i8-sub	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i8-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i8-mul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i8-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i8-div	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i8-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i8-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i8-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i8-sum	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i8-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i8-matmul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i8-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i16-add	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i16-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i16-sub	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i16-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i16-mul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i16-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i16-div	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i16-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i16-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i16-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i16-sum	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i16-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i16-matmul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i16-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i32-add	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i32-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i32-sub	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i32-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i32-mul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i32-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i32-div	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i32-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i32-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i32-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i32-sum	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i32-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i32-matmul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i32-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i64-add	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i64-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i64-sub	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i64-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i64-mul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i64-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i64-div	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i64-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i64-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i64-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i64-sum	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i64-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i64-matmul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i64-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i128-add	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i128-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i128-sub	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i128-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i128-mul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i128-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i128-div	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i128-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i128-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i128-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i128-sum	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i128-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i128-matmul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i128-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-f32-add	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-f32-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-f32-sub	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-f32-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-f32-mul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-f32-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-f32-div	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-f32-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-f32-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-f32-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-f32-sum	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-f32-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-f32-matmul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-f32-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-f64-add	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-f64-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-f64-sub	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-f64-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-f64-mul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-f64-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-f64-div	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-f64-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-f64-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-f64-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-f64-sum	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-f64-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-f64-matmul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-f64-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-c32-add	matrix	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-C32	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=matrix-c32-add ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=matrix-c32-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-c32-sub	matrix	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-C32	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=matrix-c32-sub ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=matrix-c32-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-c32-mul	matrix	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-C32	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=matrix-c32-mul ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=matrix-c32-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-c32-div	matrix	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-C32	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=matrix-c32-div ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=matrix-c32-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-c32-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-c32-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-c32-sum	matrix	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-C32	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=matrix-c32-sum ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=matrix-c32-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-c32-matmul	matrix	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-MATMUL	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=matrix-c32-matmul ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=matrix-c32-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-c64-add	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-c64-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-c64-sub	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-c64-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-c64-mul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-c64-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-c64-div	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-c64-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-c64-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-c64-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-c64-sum	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-c64-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-c64-matmul	matrix	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-MATMUL	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=matrix-c64-matmul ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=matrix-c64-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-r64-add	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-r64-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-r64-sub	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-r64-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-r64-mul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-r64-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-r64-div	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-r64-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-r64-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-r64-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-r64-sum	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-r64-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-r64-matmul	matrix	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-MATMUL	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=matrix-r64-matmul ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=matrix-r64-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
catalog-combinatorics-n-choose-k	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C34			O03	MECH_AUDIT_CASE=catalog-combinatorics-n-choose-k MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-compare-eq	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C10			O03	MECH_AUDIT_CASE=catalog-compare-eq MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-compare-gt	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C12			O03	MECH_AUDIT_CASE=catalog-compare-gt MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-compare-gte	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C12			O03	MECH_AUDIT_CASE=catalog-compare-gte MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-compare-lt	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C12			O03	MECH_AUDIT_CASE=catalog-compare-lt MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-compare-lte	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C12			O03	MECH_AUDIT_CASE=catalog-compare-lte MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-compare-max	catalog	activation	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-compare-max MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-compare-min	catalog	activation	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-compare-min MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-compare-neq	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C10			O03	MECH_AUDIT_CASE=catalog-compare-neq MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-compare-seq	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-compare-seq MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-compare-sneq	catalog	pass	lowering	fail	current-contract-probe	planning-rejection	G03	G03					MECH_AUDIT_CASE=catalog-compare-sneq MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-logic-and	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C08			O03	MECH_AUDIT_CASE=catalog-logic-and MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-logic-not	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C09			O03	MECH_AUDIT_CASE=catalog-logic-not MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-logic-or	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C08			O03	MECH_AUDIT_CASE=catalog-logic-or MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-logic-xor	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C08			O03	MECH_AUDIT_CASE=catalog-logic-xor MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-abs	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C05			O03	MECH_AUDIT_CASE=catalog-math-abs MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-acos	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-acos MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-acosh	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-acosh MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
catalog-math-acot	catalog	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			catalog:C06			O03	MECH_AUDIT_CASE=catalog-math-acot MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
