export	overload-id	declaration	qualification	acceptance
math/round	1	FunctionTypeOverload { id: 1, input_layout: [Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add-assign/range	0	FunctionTypeOverload { id: 0, input_layout: [Value, Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0)), Parameter(KindParameterId(0)), Parameter(KindParameterId(1))]), outputs: [Parameter(KindParameterId(0))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add-assign/range	1	FunctionTypeOverload { id: 1, input_layout: [Value, Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Parameter(KindParameterId(0)), Parameter(KindParameterId(1))]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add-assign/range	2	FunctionTypeOverload { id: 2, input_layout: [Value, Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }, Parameter(KindParameterId(1))]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add	0	FunctionTypeOverload { id: 0, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0)), Parameter(KindParameterId(1))]), outputs: [Parameter(KindParameterId(2))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add	1	FunctionTypeOverload { id: 1, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add	2	FunctionTypeOverload { id: 2, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Parameter(KindParameterId(1))]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add	3	FunctionTypeOverload { id: 3, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Parameter(KindParameterId(0)), Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add	4	FunctionTypeOverload { id: 4, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(2)), Constant(1)] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2)))] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add	5	FunctionTypeOverload { id: 5, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Constant(1), Parameter(DimensionParameterId(2))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(2)))] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add	6	FunctionTypeOverload { id: 6, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(2)), Constant(1)] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2)))] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add	7	FunctionTypeOverload { id: 7, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Constant(1), Parameter(DimensionParameterId(2))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(2)))] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add	8	FunctionTypeOverload { id: 8, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(3)))] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add	9	FunctionTypeOverload { id: 9, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(3)))] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add-assign/range-all	0	FunctionTypeOverload { id: 0, input_layout: [Value, Value, Value, MatrixAllSelection], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0)), Parameter(KindParameterId(0)), Parameter(KindParameterId(1))]), outputs: [Parameter(KindParameterId(0))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add-assign/range-all	1	FunctionTypeOverload { id: 1, input_layout: [Value, Value, Value, MatrixAllSelection], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Parameter(KindParameterId(0)), Parameter(KindParameterId(1))]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/add-assign/range-all	2	FunctionTypeOverload { id: 2, input_layout: [Value, Value, Value, MatrixAllSelection], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }, Parameter(KindParameterId(1))]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
logic/and	0	FunctionTypeOverload { id: 0, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [], dimension_parameters: [], inputs: Fixed([Named(KindId(15)), Named(KindId(15))]), outputs: [Named(KindId(15))], constraints: [] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
logic/and	1	FunctionTypeOverload { id: 1, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
logic/and	2	FunctionTypeOverload { id: 2, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Named(KindId(15))]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
logic/and	3	FunctionTypeOverload { id: 3, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(2)), Constant(1)] }]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2)))] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
logic/and	4	FunctionTypeOverload { id: 4, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Named(KindId(15)), dimensions: [Constant(1), Parameter(DimensionParameterId(2))] }]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(2)))] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
logic/and	5	FunctionTypeOverload { id: 5, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Named(KindId(15)), Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Named(KindId(15)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
