export	overload-id	acceptance-group	candidate-layout	predicate-domain	kind-domain	configured-target-domain	source-exposure	recipe-form	source-recipe-json	boundary-cells	reference-oracle	implementation-authority	discovery-command	acceptance-status
math/bessel/j1	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/j1(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-j1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/jn	0	C07	inputs: Fixed([K0, K1]), outputs: [K2]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/jn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-jn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/jn	1	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/jn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-jn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/jn	2	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, K1]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/jn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-jn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/jn	3	C07	inputs: Fixed([K0, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/jn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-jn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/jn	4	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, 1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/jn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-jn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/jn	5	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [1, D2] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/jn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-jn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/jn	6	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D2, 1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/jn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-jn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/jn	7	C07	inputs: Fixed([Matrix { element: K0, dimensions: [1, D2] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/jn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-jn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/jn	8	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/jn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-jn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/jn	9	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: K2, dimensions: [D2, D3] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/jn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-jn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/y0	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/y0(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-y0 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/y0	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/y0(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-y0 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/y1	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/y1(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-y1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/y1	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/y1(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-y1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/yn	0	C07	inputs: Fixed([K0, K1]), outputs: [K2]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/yn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-yn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/yn	1	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/yn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-yn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/yn	2	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, K1]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/yn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-yn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/yn	3	C07	inputs: Fixed([K0, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/yn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-yn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/yn	4	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, 1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/yn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-yn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/yn	5	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [1, D2] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/yn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-yn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/yn	6	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D2, 1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/yn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-yn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/yn	7	C07	inputs: Fixed([Matrix { element: K0, dimensions: [1, D2] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/yn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-yn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/yn	8	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/yn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-yn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/bessel/yn	9	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: K2, dimensions: [D2, D3] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/bessel/yn(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-bessel-yn ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/cbrt	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/cbrt(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-cbrt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/cbrt	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/cbrt(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-cbrt ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/ceil	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/ceil(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-ceil ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/ceil	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/ceil(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-ceil ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/copysign	0	C07	inputs: Fixed([K0, K1]), outputs: [K2]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/copysign(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-copysign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/copysign	1	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/copysign(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-copysign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/copysign	2	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, K1]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/copysign(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-copysign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/copysign	3	C07	inputs: Fixed([K0, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/copysign(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-copysign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/copysign	4	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, 1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/copysign(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-copysign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/copysign	5	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [1, D2] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/copysign(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-copysign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/copysign	6	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D2, 1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/copysign(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-copysign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/copysign	7	C07	inputs: Fixed([Matrix { element: K0, dimensions: [1, D2] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/copysign(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-copysign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
