id	grammar-name	module	rust-function	classification	feature-gate	entry-point	output-type	parent-rules	child-rules	selection-behavior	termination	whitespace	spec-location	conformance-cases	implementation-path	notes
patterns.pattern-array-token	pattern-array-token	patterns	pattern_array_token	production	always	parse	PatternArrayToken	pattern-array	enum-separator,pattern-array-item,spread-operator	manual-fallback	caller controls remainder	none directly; child rules may consume	not-located	PATTERN-ARRAY,PATTERN-ARRAY-REST	src/syntax/src/patterns.rs::pattern_array_token	Constructs PatternArrayToken; implementation-derived inventory entry.
patterns.pattern-array	pattern-array	patterns	pattern_array	production/semantic-validation	always	parse	PatternArray	pattern	left-bracket,list-separator,pattern-array-token,right-bracket,whitespace0	manual-fallback	manual loop with explicit delimiter or progress condition	whitespace0; whitespace0/1 include newlines	not-located	PATTERN-ARRAY,PATTERN-ARRAY-REST	src/syntax/src/patterns.rs::pattern_array	Constructs PatternArray and also enforces rest/spread cardinality, position, and mutual-exclusion constraints after token collection.
patterns.pattern-atom-struct	pattern-atom-struct	patterns	pattern_atom_struct	production	always	parse	PatternTupleStruct	pattern	colon,identifier,left-parenthesis,right-parenthesis,whitespace0	none	separator-delimited repetition; caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	PATTERN-ATOM-STRUCT	src/syntax/src/patterns.rs::pattern_atom_struct	Constructs PatternTupleStruct; implementation-derived inventory entry.
patterns.pattern-tuple	pattern-tuple	patterns	pattern_tuple	production	always	parse	PatternTuple	pattern	left-parenthesis,right-parenthesis,whitespace0	none	separator-delimited repetition; caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	PATTERN-TUPLE	src/syntax/src/patterns.rs::pattern_tuple	Constructs PatternTuple; implementation-derived inventory entry.
statements.comment-sigil	comment-sigil	statements	comment_sigil	terminal	always	parse	()	comment	tag	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:272	COMMENT-DASH,COMMENT-SLASH	src/syntax/src/statements.rs::comment_sigil	Recognizes a terminal/operator form and returns ().
statements.comment	comment	statements	comment	production	always	parse	Comment	fsm-comment-arm,mech-code-alt	comment-sigil,inline-paragraph,new-line	none	repetition stops on recoverable child failure; caller controls remainder	new-line	docs/design/specification.mec:273	COMMENT-DASH,COMMENT-SLASH	src/syntax/src/statements.rs::comment	Constructs Comment; implementation-derived inventory entry.
statements.op-assign-operator	op-assign-operator	statements	op_assign_operator	terminal	always	parse	OpAssignOp	op-assign	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1370	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/statements.rs::op_assign_operator	Recognizes a terminal/operator form and returns OpAssignOp.
statements.add-assign-operator	add-assign-operator	statements	add_assign_operator	terminal	always	parse	OpAssignOp	none	tag,whitespace0	none	caller controls remainder	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:1365	STMT-OP-ASSIGN	src/syntax/src/statements.rs::add_assign_operator	Recognizes a terminal/operator form and returns OpAssignOp.
statements.sub-assign-operator	sub-assign-operator	statements	sub_assign_operator	terminal	always	parse	OpAssignOp	none	tag,whitespace0	none	caller controls remainder	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:1366	STMT-SUB-ASSIGN	src/syntax/src/statements.rs::sub_assign_operator	Recognizes a terminal/operator form and returns OpAssignOp.
statements.mul-assign-operator	mul-assign-operator	statements	mul_assign_operator	terminal	always	parse	OpAssignOp	none	tag,whitespace0	none	caller controls remainder	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:1367	STMT-MUL-ASSIGN	src/syntax/src/statements.rs::mul_assign_operator	Recognizes a terminal/operator form and returns OpAssignOp.
statements.div-assign-operator	div-assign-operator	statements	div_assign_operator	terminal	always	parse	OpAssignOp	none	tag,whitespace0	none	caller controls remainder	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:1368	STMT-DIV-ASSIGN	src/syntax/src/statements.rs::div_assign_operator	Recognizes a terminal/operator form and returns OpAssignOp.
statements.exp-assign-operator	exp-assign-operator	statements	exp_assign_operator	terminal	always	parse	OpAssignOp	none	tag,whitespace0	none	caller controls remainder	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:1369	STMT-EXP-ASSIGN	src/syntax/src/statements.rs::exp_assign_operator	Recognizes a terminal/operator form and returns OpAssignOp.
statements.send-operator	send-operator	statements	send_operator	terminal	always	parse	()	context-send	tag,whitespace0	none	caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	CONTEXT-SEND	src/syntax/src/statements.rs::send_operator	Recognizes a terminal/operator form and returns ().
statements.context-send	context-send	statements	context_send	production	always	parse	ContextSend	statement	send-operator,var	none	caller controls remainder	none directly; child rules may consume	not-located	CONTEXT-SEND	src/syntax/src/statements.rs::context_send	Constructs ContextSend; implementation-derived inventory entry.
statements.variable-define	variable-define	statements	variable_define	production	always	parse	VariableDefine	comprehension-qualifier,statement	define-operator,var	peek-gated	optional component; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1333	STMT-DEFINE,STMT-MUTABLE	src/syntax/src/statements.rs::variable_define	Constructs VariableDefine; implementation-derived inventory entry.
statements.invariant-define	invariant-define	statements	invariant_define	production	invariant_define	parse	InvariantDefine	statement	define-operator,exclamation,identifier	peek-gated	caller controls remainder	none directly; child rules may consume	not-located	INVARIANT-DEFINE	src/syntax/src/statements.rs::invariant_define	Constructs InvariantDefine; compiled only with the `invariant_define` feature.
statements.variable-assign	variable-assign	statements	variable_assign	production	always	parse	VariableAssign	statement	assign-operator,slice-ref	peek-gated	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1350	STMT-ASSIGN	src/syntax/src/statements.rs::variable_assign	Constructs VariableAssign; implementation-derived inventory entry.
statements.op-assign	op-assign	statements	op_assign	production	always	parse	OpAssign	statement	op-assign-operator,slice-ref	peek-gated	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1375	STMT-OP-ASSIGN	src/syntax/src/statements.rs::op_assign	Constructs OpAssign; implementation-derived inventory entry.
statements.tuple-destructure	tuple-destructure	statements	tuple_destructure	production	always	parse	TupleDestructure	statement	define-operator,expression,left-parenthesis,right-parenthesis	none	separator-delimited repetition; caller controls remainder	none directly; child rules may consume	not-located	STMT-TUPLE-DESTRUCTURE	src/syntax/src/statements.rs::tuple_destructure	Constructs TupleDestructure; implementation-derived inventory entry.
statements.source-import-tail	source-import-tail	statements	source_import_tail	production	always	parse	Token	uri-source-import-specifier	none	ordered-first-success/peek-gated	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	IMPORT-SOURCE-URI	src/syntax/src/statements.rs::source_import_tail	Constructs Token; implementation-derived inventory entry.
statements.source-wildcard-specifier-is-valid		statements	source_wildcard_specifier_is_valid	semantic-validation	always	internal-only	bool	import-declaration	none	none	caller controls remainder	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/statements.rs::source_wildcard_specifier_is_valid	Pure semantic predicate for legacy source-import wildcard placement; consumes no syntax.
statements.merge-source-tokens		statements	merge_source_tokens	helper/not-grammar	always	internal-only	MechString	absolute-source-import-specifier,bare-source-import-specifier,relative-source-import-specifier,uri-source-import-specifier	none	none	caller controls remainder	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/statements.rs::merge_source_tokens	AST/token assembly helper; consumes no syntax.
statements.source-path-component-token	source-path-component-token	statements	source_path_component_token	production	always	parse	Token	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-SOURCE-BARE	src/syntax/src/statements.rs::source_path_component_token	Constructs Token; implementation-derived inventory entry.
statements.source-path-component	source-path-component	statements	source_path_component	production	always	parse	Vec<Token>	source-mec-path	none	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	IMPORT-SOURCE-BARE	src/syntax/src/statements.rs::source_path_component	Constructs Vec<Token>; implementation-derived inventory entry.
statements.source-mec-path	source-mec-path	statements	source_mec_path	production	always	parse	Vec<Token>	absolute-source-import-specifier,bare-source-import-specifier,relative-source-import-specifier	source-path-component	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	IMPORT-SOURCE-BARE	src/syntax/src/statements.rs::source_mec_path	Constructs Vec<Token>; implementation-derived inventory entry.
statements.source-mec-path-wildcard-suffix	source-mec-path-wildcard-suffix	statements	source_mec_path_wildcard_suffix	production	always	parse	Vec<Token>	absolute-source-import-specifier,bare-source-import-specifier,relative-source-import-specifier	none	none	optional component; caller controls remainder	none directly; child rules may consume	not-located	IMPORT-SOURCE-WILDCARD	src/syntax/src/statements.rs::source_mec_path_wildcard_suffix	Constructs Vec<Token>; implementation-derived inventory entry.
statements.relative-source-import-specifier	relative-source-import-specifier	statements	relative_source_import_specifier	production	always	parse	MechString	none	source-mec-path,source-mec-path-wildcard-suffix	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-SOURCE	src/syntax/src/statements.rs::relative_source_import_specifier	Constructs MechString; implementation-derived inventory entry.
statements.absolute-source-import-specifier	absolute-source-import-specifier	statements	absolute_source_import_specifier	production	always	parse	MechString	none	slash,source-mec-path,source-mec-path-wildcard-suffix	none	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-SOURCE-ABSOLUTE	src/syntax/src/statements.rs::absolute_source_import_specifier	Constructs MechString; implementation-derived inventory entry.
statements.bare-source-import-specifier	bare-source-import-specifier	statements	bare_source_import_specifier	production	always	parse	MechString	none	source-mec-path,source-mec-path-wildcard-suffix	none	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-SOURCE-BARE	src/syntax/src/statements.rs::bare_source_import_specifier	Constructs MechString; implementation-derived inventory entry.
statements.uri-scheme-part	uri-scheme-part	statements	uri_scheme_part	production	always	parse	Token	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-SOURCE-URI	src/syntax/src/statements.rs::uri_scheme_part	Constructs Token; implementation-derived inventory entry.
statements.source-import-uri-scheme	source-import-uri-scheme	statements	source_import_uri_scheme	production	always	parse	Vec<Token>	uri-source-import-specifier	alpha-token	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	IMPORT-SOURCE-URI	src/syntax/src/statements.rs::source_import_uri_scheme	Constructs Vec<Token>; implementation-derived inventory entry.
statements.uri-source-import-specifier	uri-source-import-specifier	statements	uri_source_import_specifier	production	always	parse	MechString	none	source-import-tail,source-import-uri-scheme,tag	none	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-SOURCE-URI	src/syntax/src/statements.rs::uri_source_import_specifier	Constructs MechString; implementation-derived inventory entry.
statements.source-import-specifier	source-import-specifier	statements	source_import_specifier	production	always	parse	MechString	import-declaration	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-SOURCE,IMPORT-SOURCE-BARE,IMPORT-SOURCE-ABSOLUTE,IMPORT-SOURCE-URI,IMPORT-SOURCE-WILDCARD	src/syntax/src/statements.rs::source_import_specifier	Constructs MechString; implementation-derived inventory entry.
statements.import-declaration	import-declaration	statements	import_declaration	production	always	parse	ImportDeclaration	statement	module-import-sigil,source-import-specifier,whitespace0,whitespace1	none	caller controls remainder	whitespace0,whitespace1; whitespace0/1 include newlines	not-located	IMPORT-SOURCE	src/syntax/src/statements.rs::import_declaration	Constructs ImportDeclaration; implementation-derived inventory entry.
statements.export-declaration	export-declaration	statements	export_declaration	production	always	parse	ExportDeclaration	statement	identifier,module-export-sigil,whitespace0,whitespace1	none	caller controls remainder	whitespace0,whitespace1; whitespace0/1 include newlines	not-located	EXPORT-DECLARATION	src/syntax/src/statements.rs::export_declaration	Constructs ExportDeclaration; implementation-derived inventory entry.
statements.context-declaration	context-declaration	statements	context_declaration	production	always	parse	ContextDeclaration	statement	at,define-operator,identifier,left-brace,right-brace,whitespace0	ordered-first-success	separator-delimited repetition; caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	CONTEXT-DECLARATION,CONTEXT-CAPABILITIES	src/syntax/src/statements.rs::context_declaration	Constructs ContextDeclaration; implementation-derived inventory entry.
statements.context-base-context	context-base-context	statements	context_base_context	production	always	parse	ContextBase	none	at,identifier	none	caller controls remainder	none directly; child rules may consume	not-located	CONTEXT-CAPABILITIES	src/syntax/src/statements.rs::context_base_context	Constructs ContextBase; implementation-derived inventory entry.
statements.context-base-resource-uri	context-base-resource-uri	statements	context_base_resource_uri	production	always	parse	ContextBase	none	tag	ordered-first-success	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	CONTEXT-DECLARATION	src/syntax/src/statements.rs::context_base_resource_uri	Constructs ContextBase; implementation-derived inventory entry.
statements.context-capability-declaration	context-capability-declaration	statements	context_capability_declaration	production	always	parse	ContextCapabilityDeclaration	none	colon,context-capability-scope,identifier,left-parenthesis,right-parenthesis	none	caller controls remainder	none directly; child rules may consume	not-located	CONTEXT-CAPABILITIES	src/syntax/src/statements.rs::context_capability_declaration	Constructs ContextCapabilityDeclaration; implementation-derived inventory entry.
statements.context-capability-path-token	context-capability-path-token	statements	context_capability_path_token	production	always	parse	Token	none	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	CONTEXT-CAPABILITIES	src/syntax/src/statements.rs::context_capability_path_token	Constructs Token; implementation-derived inventory entry.
statements.validate-context-capability-path		statements	validate_context_capability_path	semantic-validation	always	internal-only	Result<(), nom::Err<ParseError<'a>>>	context-capability-path	none	none	caller controls remainder	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/statements.rs::validate_context_capability_path	Semantic path-shape validation; consumes no syntax.
statements.context-capability-path	context-capability-path	statements	context_capability_path	production/semantic-validation	always	parse	Identifier	context-capability-scope	none	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	CONTEXT-CAPABILITIES	src/syntax/src/statements.rs::context_capability_path	Constructs Identifier; implementation-derived inventory entry.
statements.context-capability-scope	context-capability-scope	statements	context_capability_scope	production	always	parse	ContextCapabilityScope	context-capability-declaration	asterisk,context-capability-path	manual-fallback	caller controls remainder	none directly; child rules may consume	not-located	CONTEXT-CAPABILITIES	src/syntax/src/statements.rs::context_capability_scope	Constructs ContextCapabilityScope; implementation-derived inventory entry.
statements.statement	statement	statements	statement	production	always	parse	Statement	fsm-statement-transition,mech-code-alt	context-declaration,context-send,enum-define,export-declaration,fsm-declare,import-declaration,invariant-define,kind-define,op-assign,tuple-destructure,variable-assign,variable-define	alt-best-longest-success	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1321	IMPORT-SOURCE,EXPORT-DECLARATION,CONTEXT-DECLARATION,CONTEXT-SEND,STMT-FSM-DECLARE-SELECTION,STMT-DEFINE,STMT-ASSIGN,STMT-OP-ASSIGN,STMT-ENUM,STMT-TUPLE-DESTRUCTURE,STMT-KIND-DEFINE	src/syntax/src/statements.rs::statement	Constructs Statement; implementation-derived inventory entry.
statements.enum-define	enum-define	statements	enum_define	production	always	parse	EnumDefine	statement	define-operator,identifier	none	separator-delimited repetition; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1395	STMT-ENUM	src/syntax/src/statements.rs::enum_define	Constructs EnumDefine; implementation-derived inventory entry.
statements.enum-variant	enum-variant	statements	enum_variant	production	always	parse	EnumVariant	none	identifier	ordered-first-success	optional component; caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1400	STMT-ENUM	src/syntax/src/statements.rs::enum_variant	Constructs EnumVariant; implementation-derived inventory entry.
statements.enum-variant-kind	enum-variant-kind	statements	enum_variant_kind	production	always	parse	KindAnnotation	none	kind-annotation,left-parenthesis,right-parenthesis	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1404	STMT-ENUM	src/syntax/src/statements.rs::enum_variant_kind	Constructs KindAnnotation; implementation-derived inventory entry.
statements.enum-variant-inline-kind	enum-variant-inline-kind	statements	enum_variant_inline_kind	production	always	parse	KindAnnotation	none	kind-annotation	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1407	STMT-ENUM	src/syntax/src/statements.rs::enum_variant_inline_kind	Constructs KindAnnotation; implementation-derived inventory entry.
statements.kind-define	kind-define	statements	kind_define	production	always	parse	KindDefine	statement	define-operator,identifier,kind-annotation	none	caller controls remainder	none directly; child rules may consume	docs/design/specification.mec:1469	STMT-KIND-DEFINE	src/syntax/src/statements.rs::kind_define	Constructs KindDefine; implementation-derived inventory entry.
functions.function-define	function-define	functions	function_define	production	always	parse	FunctionDefine	mech-code-alt	function-define-match-arms,function-define-statements,identifier,left-parenthesis,right-parenthesis,whitespace0	manual-fallback	separator-delimited repetition; caller controls remainder	whitespace0; whitespace0/1 include newlines	docs/design/specification.mec:1432	FUNCTION-STATEMENTS,FUNCTION-MULTI-OUTPUT,FUNCTION-MATCH-ARMS	src/syntax/src/functions.rs::function_define	Constructs FunctionDefine; implementation-derived inventory entry.
functions.function-define-statements	function-define-statements	functions	function_define_statements	production	always	parse	FunctionDefine	function-define	define-operator,equal,period,whitespace0	ordered-first-success	separator-delimited repetition; caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	FUNCTION-STATEMENTS,FUNCTION-MULTI-OUTPUT	src/syntax/src/functions.rs::function_define_statements	Constructs FunctionDefine; implementation-derived inventory entry.
functions.function-define-match-arms	function-define-match-arms	functions	function_define_match_arms	production	always	parse	FunctionDefine	function-define	kind-annotation,output-operator,whitespace0	ordered-first-success	repetition stops on recoverable child failure; caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	FUNCTION-MATCH-ARMS	src/syntax/src/functions.rs::function_define_match_arms	Constructs FunctionDefine; implementation-derived inventory entry.
functions.function-match-arm	function-match-arm	functions	function_match_arm	production	always	parse	FunctionMatchArm	none	expression,output-operator,pattern,whitespace0	ordered-first-success/manual-fallback	optional component; caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	FUNCTION-MATCH-ARMS	src/syntax/src/functions.rs::function_match_arm	Constructs FunctionMatchArm; implementation-derived inventory entry.
functions.function-out-args	function-out-args	functions	function_out_args	production	always	parse	Vec<FunctionArgument>	none	left-parenthesis,right-parenthesis	none	separator-delimited repetition; caller controls remainder	none directly; child rules may consume	not-located	FUNCTION-MULTI-OUTPUT	src/syntax/src/functions.rs::function_out_args	Constructs Vec<FunctionArgument>; implementation-derived inventory entry.
functions.function-out-arg	function-out-arg	functions	function_out_arg	production	always	parse	Vec<FunctionArgument>	none	function-arg	none	caller controls remainder	none directly; child rules may consume	not-located	FUNCTION-STATEMENTS	src/syntax/src/functions.rs::function_out_arg	Constructs Vec<FunctionArgument>; implementation-derived inventory entry.
functions.function-arg	function-arg	functions	function_arg	production	always	parse	FunctionArgument	function-out-arg	identifier,kind-annotation	none	caller controls remainder	none directly; child rules may consume	not-located	FUNCTION-STATEMENTS	src/syntax/src/functions.rs::function_arg	Constructs FunctionArgument; implementation-derived inventory entry.
functions.argument-list	argument-list	functions	argument_list	production	always	parse	ArgumentList	function-call	left-parenthesis,right-parenthesis	ordered-first-success	separator-delimited repetition; caller controls remainder	none directly; child rules may consume	not-located	FUNCTION-MATCH-ARMS	src/syntax/src/functions.rs::argument_list	Constructs ArgumentList; implementation-derived inventory entry.
functions.function-call	function-call	functions	function_call	production	always	parse	FunctionCall	factor	argument-list,identifier	none	caller controls remainder	none directly; child rules may consume	not-located	FUNCTION-MATCH-ARMS	src/syntax/src/functions.rs::function_call	Constructs FunctionCall; implementation-derived inventory entry.
functions.call-arg-with-binding	call-arg-with-binding	functions	call_arg_with_binding	production	always	parse	(Option<Identifier>,Expression)	none	colon,expression,identifier,whitespace0	none	caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	FSM-INSTANCE	src/syntax/src/functions.rs::call_arg_with_binding	Constructs (Option<Identifier>,Expression); implementation-derived inventory entry.
functions.call-arg	call-arg	functions	call_arg	production	always	parse	(Option<Identifier>,Expression)	none	expression	none	caller controls remainder	none directly; child rules may consume	not-located	FSM-INSTANCE	src/syntax/src/functions.rs::call_arg	Constructs (Option<Identifier>,Expression); implementation-derived inventory entry.
state_machines.invalid-fsm-value-pattern		state_machines	invalid_fsm_value_pattern	diagnostic/helper	always	parse	MechError	none	none	none	caller controls remainder	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/state_machines.rs::invalid_fsm_value_pattern	Diagnostic/control behavior; excluded from the accepted-language grammar.
state_machines.validate-fsm-value-pattern		state_machines	validate_fsm_value_pattern	semantic-validation	always	internal-only	()	fsm-value	none	none	caller controls remainder	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/state_machines.rs::validate_fsm_value_pattern	Recursive semantic validator; consumes no syntax.
state_machines.fsm-value	fsm-value	state_machines	fsm_value	production/semantic-validation	always	parse	Pattern	fsm-async-transition,fsm-implementation,fsm-output,fsm-state-transition	pattern	none	caller controls remainder	none directly; child rules may consume	not-located	FSM-NEXT	src/syntax/src/state_machines.rs::fsm_value	Parses a pattern and then applies the state-machine value-pattern semantic restriction.
state_machines.guard-operator	guard-operator	state_machines	guard_operator	terminal	always	parse	()	activation-arm,fsm-guard,fsm-state-definition,match-arm	tag,whitespace0	ordered-first-success	caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	ALTERNATIVE-TERMINAL-CONTRACTS	src/syntax/src/state_machines.rs::guard_operator	Recognizes a terminal/operator form and returns ().
state_machines.fsm-implementation	fsm-implementation	state_machines	fsm_implementation	production	always	parse	FsmImplementation	mech-code-alt	fsm-value,hashtag,identifier,left-parenthesis,period,right-parenthesis,transition-operator,whitespace0	none	separator-delimited repetition; caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	FSM-IMPL	src/syntax/src/state_machines.rs::fsm_implementation	Constructs FsmImplementation; implementation-derived inventory entry.
state_machines.fsm-arm	fsm-arm	state_machines	fsm_arm	production	always	parse	FsmArm	none	whitespace0	ordered-first-success	caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	FSM-IMPL	src/syntax/src/state_machines.rs::fsm_arm	Constructs FsmArm; implementation-derived inventory entry.
state_machines.fsm-guard-arm	fsm-guard-arm	state_machines	fsm_guard_arm	production	always	parse	FsmArm	none	pattern	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	FSM-IMPL	src/syntax/src/state_machines.rs::fsm_guard_arm	Constructs FsmArm; implementation-derived inventory entry.
state_machines.fsm-comment-arm	fsm-comment-arm	state_machines	fsm_comment_arm	production	always	parse	FsmArm	none	comment	none	caller controls remainder	none directly; child rules may consume	not-located	FSM-COMMENT-ARM	src/syntax/src/state_machines.rs::fsm_comment_arm	Constructs FsmArm; implementation-derived inventory entry.
state_machines.fsm-guard	fsm-guard	state_machines	fsm_guard	production	always	parse	Guard	none	guard-operator,pattern	ordered-first-success	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	FSM-IMPL	src/syntax/src/state_machines.rs::fsm_guard	Constructs Guard; implementation-derived inventory entry.
state_machines.fsm-transition	fsm-transition	state_machines	fsm_transition	production	always	parse	FsmArm	none	pattern	ordered-first-success	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	FSM-TRANSITION	src/syntax/src/state_machines.rs::fsm_transition	Constructs FsmArm; implementation-derived inventory entry.
state_machines.fsm-state-transition	fsm-state-transition	state_machines	fsm_state_transition	production	always	parse	Transition	none	fsm-value,transition-operator	none	caller controls remainder	none directly; child rules may consume	not-located	FSM-NEXT	src/syntax/src/state_machines.rs::fsm_state_transition	Constructs Transition; implementation-derived inventory entry.
state_machines.fsm-async-transition	fsm-async-transition	state_machines	fsm_async_transition	production	always	parse	Transition	none	async-transition-operator,fsm-value	none	caller controls remainder	none directly; child rules may consume	not-located	FSM-ASYNC	src/syntax/src/state_machines.rs::fsm_async_transition	Constructs Transition; implementation-derived inventory entry.
state_machines.fsm-statement-transition	fsm-statement-transition	state_machines	fsm_statement_transition	production	always	parse	Transition	none	statement,transition-operator	none	caller controls remainder	none directly; child rules may consume	not-located	FSM-STATEMENT-TRANSITION	src/syntax/src/state_machines.rs::fsm_statement_transition	Constructs Transition; implementation-derived inventory entry.
state_machines.fsm-block-transition	fsm-block-transition	state_machines	fsm_block_transition	production	always	parse	Transition	none	code-terminal,left-brace,mech-code-alt,right-brace,transition-operator,whitespace0	manual-fallback/peek-gated	manual loop with explicit delimiter or progress condition	whitespace0; whitespace0/1 include newlines	not-located	FSM-BLOCK	src/syntax/src/state_machines.rs::fsm_block_transition	Constructs Transition; implementation-derived inventory entry.
state_machines.fsm-output	fsm-output	state_machines	fsm_output	production	always	parse	Transition	none	fsm-value,output-operator	none	caller controls remainder	none directly; child rules may consume	not-located	FSM-OUTPUT	src/syntax/src/state_machines.rs::fsm_output	Constructs Transition; implementation-derived inventory entry.
state_machines.fsm-specification	fsm-specification	state_machines	fsm_specification	production	always	parse	FsmSpecification	mech-code-alt	hashtag,identifier,left-parenthesis,period,right-parenthesis	none	separator-delimited repetition; caller controls remainder	none directly; child rules may consume	not-located	FSM-SPEC	src/syntax/src/state_machines.rs::fsm_specification	Constructs FsmSpecification; implementation-derived inventory entry.
state_machines.fsm-state-definition	fsm-state-definition	state_machines	fsm_state_definition	production	always	parse	StateDefinition	none	atom,guard-operator,whitespace0	none	optional component; caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	FSM-SPEC	src/syntax/src/state_machines.rs::fsm_state_definition	Constructs StateDefinition; implementation-derived inventory entry.
state_machines.fsm-state-definition-variables	fsm-state-definition-variables	state_machines	fsm_state_definition_variables	production	always	parse	Vec<Var>	none	left-parenthesis,right-parenthesis	none	separator-delimited repetition; caller controls remainder	none directly; child rules may consume	not-located	FSM-SPEC	src/syntax/src/state_machines.rs::fsm_state_definition_variables	Constructs Vec<Var>; implementation-derived inventory entry.
state_machines.fsm-pipe	fsm-pipe	state_machines	fsm_pipe	production	always	parse	FsmPipe	expression,fsm-declare	fsm-instance	ordered-first-success	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	EXPR-FSM-PIPE	src/syntax/src/state_machines.rs::fsm_pipe	Constructs FsmPipe; implementation-derived inventory entry.
state_machines.fsm-declare	fsm-declare	state_machines	fsm_declare	production	always	parse	FsmDeclare	statement	define-operator,fsm,fsm-pipe	none	caller controls remainder	none directly; child rules may consume	not-located	FSM-DECLARE	src/syntax/src/state_machines.rs::fsm_declare	Constructs FsmDeclare; implementation-derived inventory entry.
state_machines.fsm	fsm	state_machines	fsm	production	always	parse	Fsm	fsm-declare	hashtag,identifier	none	optional component; caller controls remainder	none directly; child rules may consume	not-located	FSM-DECLARE	src/syntax/src/state_machines.rs::fsm	Constructs Fsm; implementation-derived inventory entry.
state_machines.fsm-instance	fsm-instance	state_machines	fsm_instance	production	always	parse	FsmInstance	fsm-pipe	hashtag,identifier	none	optional component; caller controls remainder	none directly; child rules may consume	not-located	FSM-INSTANCE	src/syntax/src/state_machines.rs::fsm_instance	Constructs FsmInstance; implementation-derived inventory entry.
state_machines.fsm-args	fsm-args	state_machines	fsm_args	production	always	parse	Vec<(Option<Identifier>,Expression)>	none	left-parenthesis,right-parenthesis	ordered-first-success	separator-delimited repetition; caller controls remainder	none directly; child rules may consume	not-located	FSM-INSTANCE	src/syntax/src/state_machines.rs::fsm_args	Constructs Vec<(Option<Identifier>,Expression)>; implementation-derived inventory entry.
activation.activation-scope	activation-scope	activation	activation_scope	production	always	parse	ActivationScope	mech-code-alt	async-transition-operator,left-brace,mech-code,right-brace,whitespace0	manual-fallback/prefix-committed	repetition stops on recoverable child failure; caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	ACTIVATION-BLOCK,ACTIVATION-ARMS,ACTIVATION-EMPTY	src/syntax/src/activation.rs::activation_scope	PR #680 parser surface omitted from the older 13-file audit list. A leading ~> commits to activation parsing; body selection is braced code or one-or-more pattern arms.
